ts,nSeq,ppg,pzt
1779134979.2448723,2379,319,373
1779134979.2574008,2380,311,373
1779134979.2661302,2381,305,372
1779134979.2748868,2382,299,371
1779134979.2886052,2383,294,369
1779134979.2998972,2384,290,367
1779134979.2999425,2385,285,366
1779134979.3087058,2386,281,363
1779134979.3224137,2387,277,360
1779134979.3336859,2388,275,358
1779134979.3474607,2389,272,357
1779134979.3524315,2390,271,358
1779134979.3624682,2391,271,359
1779134979.3787386,2392,270,359
1779134979.379971,2393,268,359
1779134979.3937166,2394,264,359
1779134979.41874,2395,260,355
1779134979.4198575,2396,254,352
1779134979.4411821,2397,247,349
1779134979.4423826,2398,236,347
1779134979.4435947,2399,227,345
1779134979.4636407,2400,217,344
1779134979.4636726,2401,208,344
1779134979.4686139,2402,199,343
1779134979.4823744,2403,190,341
1779134979.4885883,2404,181,340
1779134979.5024612,2405,171,339
1779134979.5112069,2406,162,337
1779134979.520207,2407,153,336
1779134979.5512393,2408,145,336
1779134979.552544,2409,137,336
1779134979.5536087,2410,131,337
1779134979.562426,2411,124,336
1779134979.5762467,2412,119,335
1779134979.5812058,2413,116,336
1779134979.5949278,2414,117,336
1779134979.6036432,2415,125,337
1779134979.6198761,2416,144,339
1779134979.6286702,2417,175,341
1779134979.6287024,2418,219,344
1779134979.642381,2419,278,348
1779134979.648598,2420,349,351
1779134979.6624916,2421,426,354
1779134979.6711838,2422,510,357
1779134979.6799667,2423,593,359
1779134979.6911983,2424,673,364
1779134979.704976,2425,741,366
1779134979.7111964,2426,799,370
1779134979.7249105,2427,841,371
1779134979.7311192,2428,871,368
1779134979.7449522,2429,887,361
1779134979.753697,2430,892,352
1779134979.7861319,2431,890,344
1779134979.8099656,2432,880,339
1779134979.8099833,2433,862,337
1779134979.8111193,2434,838,337
1779134979.8123553,2435,810,343
1779134979.8138392,2436,780,350
1779134979.828656,2437,746,359
1779134979.8298697,2438,711,369
1779134979.8436444,2439,673,379
1779134979.8498764,2440,632,388
1779134979.863669,2441,585,399
1779134979.872667,2442,535,407
1779134979.8811479,2443,482,415
1779134979.8924186,2444,427,422
1779134979.9061196,2445,372,428
1779134979.9123802,2446,317,432
1779134979.9262571,2447,270,435
1779134979.9425216,2448,230,436
1779134979.9425383,2449,198,435
1779134979.9512854,2450,178,432
1779134979.959882,2451,170,429
1779134979.9711256,2452,173,423
1779134979.979915,2453,186,417
1779134979.9936628,2454,205,411
1779134980.0011277,2455,229,404
1779134980.0123818,2456,256,396
1779134980.0262268,2457,283,389
1779134980.0312233,2458,312,382
1779134980.0449612,2459,342,375
1779134980.0536788,2460,370,370
1779134980.0624292,2461,395,366
1779134980.0762138,2462,415,363
1779134980.0849285,2463,428,361
1779134980.101341,2464,432,360
1779134980.1100266,2465,428,359
1779134980.1100545,2466,419,359
1779134980.1237023,2467,403,360
1779134980.1549792,2468,386,361
1779134980.1561375,2469,368,363
1779134980.1912296,2470,348,364
1779134980.1923974,2471,328,364
1779134980.2049136,2472,306,364
1779134980.206134,2473,287,365
1779134980.2073612,2474,271,367
1779134980.2086442,2475,258,368
1779134980.21738,2476,247,370
1779134980.226154,2477,238,371
1779134980.2349043,2478,230,369
1779134980.2487044,2479,226,366
1779134980.2599819,2480,223,360
1779134980.260014,2481,220,354
1779134980.268672,2482,218,348
1779134980.2824297,2483,218,343
1779134980.288678,2484,220,339
1779134980.30245,2485,221,336
1779134980.3111744,2486,226,333
1779134980.3212218,2487,236,331
1779134980.332417,2488,252,328
1779134980.346177,2489,276,324
1779134980.354958,2490,309,320
1779134980.3637526,2491,352,316
1779134980.3749266,2492,406,312
1779134980.3837068,2493,469,310
1779134980.3975513,2494,537,307
1779134980.4062293,2495,607,306
1779134980.4238696,2496,673,306
1779134980.4239135,2497,733,307
1779134980.4287248,2498,783,308
1779134980.4424093,2499,824,310
1779134980.4486284,2500,854,313
1779134980.4623954,2501,872,316
1779134980.4711797,2502,880,321
1779134980.4799213,2503,875,323
1779134980.4911878,2504,865,327
1779134980.517425,2505,849,332
1779134980.518627,2506,828,336
1779134980.543732,2507,804,339
1779134980.5449357,2508,777,343
1779134980.570268,2509,751,348
1779134980.5711234,2510,724,354
1779134980.5723784,2511,699,359
1779134980.5887856,2512,675,367
1779134980.5888007,2513,648,372
1779134980.589938,2514,620,377
1779134980.5987453,2515,593,383
1779134980.61497,2516,565,387
1779134980.6161208,2517,536,391
1779134980.632439,2518,507,396
1779134980.6411548,2519,480,400
1779134980.6524444,2520,453,405
1779134980.6612568,2521,429,411
1779134980.6749027,2522,405,416
1779134980.6836224,2523,384,422
1779134980.694944,2524,367,429
1779134980.7087498,2525,352,435
1779134980.7136621,2526,342,442
1779134980.727529,2527,332,449
1779134980.7411904,2528,324,455
1779134980.7412112,2529,318,460
1779134980.7499552,2530,314,464
1779134980.7586281,2531,315,468
1779134980.7699475,2532,318,474
1779134980.7836497,2533,322,480
1779134980.7923825,2534,326,487
1779134980.8011491,2535,330,495
1779134980.8361583,2536,335,503
1779134980.8374093,2537,340,510
1779134980.8411665,2538,342,517
1779134980.842386,2539,342,524
1779134980.853633,2540,339,531
1779134980.862382,2541,334,537
1779134980.9074397,2542,326,543
1779134980.9086778,2543,318,550
1779134980.9149063,2544,309,558
1779134980.9149196,2545,301,567
1779134980.9161723,2546,292,576
1779134980.9174032,2547,283,584
1779134980.9336746,2548,274,593
1779134980.939911,2549,267,601
1779134980.95368,2550,262,610
1779134980.9624338,2551,257,617
1779134980.9736705,2552,252,625
1779134980.9824207,2553,247,631
1779134980.9962158,2554,241,636
1779134981.0049305,2555,238,642
1779134981.016167,2556,236,647
1779134981.0249434,2557,234,653
1779134981.041263,2558,230,659
1779134981.0424488,2559,228,664
1779134981.0649881,2560,229,670
1779134981.0661998,2561,231,674
1779134981.06622,2562,242,679
1779134981.0799458,2563,260,683
1779134981.0911498,2564,288,687
1779134981.0999234,2565,327,690
1779134981.1136527,2566,377,692
1779134981.1224082,2567,435,694
1779134981.1337736,2568,496,695
1779134981.142451,2569,556,695
1779134981.1524544,2570,612,693
1779134981.1661932,2571,663,692
1779134981.1749947,2572,705,689
1779134981.1836424,2573,736,687
1779134981.1974115,2574,757,684
1779134981.2061398,2575,768,682
1779134981.2224667,2576,771,679
1779134981.222504,2577,765,676
1779134981.2312183,2578,754,672
1779134981.2563686,2579,738,668
1779134981.257462,2580,717,665
1779134981.2825456,2581,692,660
1779134981.283691,2582,664,655
1779134981.2887669,2583,637,648
1779134981.294934,2584,609,642
1779134981.3037872,2585,583,636
1779134981.3174055,2586,559,630
1779134981.326357,2587,537,624
1779134981.3375118,2588,517,619
1779134981.3514023,2589,497,614
1779134981.3562927,2590,476,609
1779134981.372469,2591,453,605
1779134981.3788078,2592,431,601
1779134981.3788507,2593,412,596
1779134981.392705,2594,392,591
1779134981.4013512,2595,375,585
1779134981.4128053,2596,359,580
1779134981.4213276,2597,345,575
1779134981.4350717,2598,335,569
1779134981.4438984,2599,329,564
1779134981.468849,2600,324,560
1779134981.4699073,2601,322,555
1779134981.4812267,2602,323,551
1779134981.48246,2603,324,547
1779134981.4988482,2604,327,543
1779134981.507516,2605,332,539
1779134981.5214117,2606,336,535
1779134981.5300028,2607,340,531
1779134981.5463433,2608,342,527
1779134981.5463867,2609,343,525
1779134981.5475368,2610,344,523
1779134981.562539,2611,342,523
1779134981.5688689,2612,338,522
1779134981.582576,2613,335,522
1779134981.5913134,2614,329,524
1779134981.6262848,2615,324,526
1779134981.6274414,2616,318,527
1779134981.6450408,2617,309,528
1779134981.646256,2618,301,530
1779134981.6475594,2619,291,532
1779134981.6538367,2620,284,533
1779134981.6675963,2621,277,533
1779134981.6724093,2622,272,531
1779134981.6862438,2623,269,530
1779134981.7025628,2624,265,528
1779134981.7025838,2625,263,526
1779134981.7112722,2626,262,526
1779134981.7199457,2627,260,527
1779134981.731174,2628,259,527
1779134981.7399557,2629,259,529
1779134981.7537704,2630,258,529
1779134981.7624552,2631,259,531
1779134981.7737372,2632,262,532
1779134981.7824268,2633,271,534
1779134981.7962048,2634,286,535
1779134981.8049488,2635,307,535
1779134981.816202,2636,335,536
1779134981.8249397,2637,371,535
1779134981.8387675,2638,414,536
1779134981.8474746,2639,461,536
1779134981.8638306,2640,510,538
1779134981.864974,2641,558,540
1779134981.8649821,2642,605,542
1779134981.8799882,2643,648,544
1779134981.8912385,2644,687,547
1779134981.8999445,2645,717,550
1779134981.9137676,2646,738,552
1779134981.9226167,2647,750,556
1779134981.9337883,2648,752,560
1779134981.9424398,2649,748,561
1779134981.9561813,2650,737,563
1779134981.9649804,2651,722,566
1779134982.012508,2652,702,569
1779134982.0137947,2653,679,571
1779134982.0149407,2654,655,573
1779134982.0161955,2655,629,575
1779134982.018783,2656,603,578
1779134982.033767,2657,576,580
1779134982.0337803,2658,550,582
1779134982.038775,2659,525,584
1779134982.050002,2660,501,587
1779134982.0588226,2661,478,588
1779134982.0724678,2662,456,590
1779134982.0813098,2663,438,591
1779134982.1150026,2664,421,593
1779134982.1162362,2665,408,594
1779134982.1175067,2666,398,595
1779134982.1262705,2667,391,594
1779134982.132467,2668,386,594
1779134982.1463046,2669,382,593
1779134982.155191,2670,380,593
1779134982.1687942,2671,380,592
1779134982.1850646,2672,380,592
1779134982.1850898,2673,381,591
1779134982.1861923,2674,381,591
1779134982.20122,2675,381,591
1779134982.212488,2676,381,590
1779134982.2263684,2677,381,589
1779134982.2312562,2678,380,588
1779134982.2449706,2679,380,587
1779134982.2512052,2680,379,586
1779134982.2649875,2681,376,585
1779134982.2789586,2682,374,583
1779134982.283758,2683,370,582
1779134982.3011932,2684,366,581
1779134982.3061988,2685,364,580
1779134982.319976,2686,361,579
1779134982.328796,2687,359,577
1779134982.3299928,2688,355,577
1779134982.3763323,2689,348,575
1779134982.3775992,2690,344,573
1779134982.3787963,2691,338,572
1779134982.3800228,2692,335,568
1779134982.3812897,2693,332,566
1779134982.3967466,2694,327,562
1779134982.4028773,2695,321,560
1779134982.413824,2696,316,557
1779134982.427567,2697,311,554
1779134982.4325356,2698,308,551
1779134982.4463532,2699,311,549
1779134982.4538279,2700,320,545
1779134982.4675329,2701,336,543
1779134982.4762764,2702,360,540
1779134982.4900467,2703,393,538
1779134982.501361,2704,433,536
1779134982.5013895,2705,479,534
1779134982.5113072,2706,529,532
1779134982.5206192,2707,581,531
1779134982.5313318,2708,633,529
1779134982.5401697,2709,683,528
1779134982.5538166,2710,728,527
1779134982.5625267,2711,762,525
1779134982.5738053,2712,787,524
1779134982.5825317,2713,801,524
1779134982.5962687,2714,805,522
1779134982.605293,2715,801,521
1779134982.6200316,2716,791,521
1779134982.6212227,2717,773,519
1779134982.6350756,2718,753,518
1779134982.6489065,2719,728,517
1779134982.660055,2720,700,516
1779134982.6600788,2721,671,515
1779134982.6738393,2722,641,513
1779134982.6788077,2723,613,513
1779134982.6950521,2724,583,512
1779134982.6962452,2725,556,511
1779134982.726401,2726,531,511
1779134982.7275977,2727,506,510
1779134982.7538085,2728,483,509
1779134982.7550871,2729,461,508
1779134982.7762804,2730,444,508
1779134982.7774367,2731,428,506
1779134982.7787764,2732,417,505
1779134982.783798,2733,408,504
1779134982.7975411,2734,401,503
1779134982.803849,2735,399,502
1779134982.818857,2736,397,501
1779134982.818917,2737,397,499
1779134982.8315492,2738,399,499
1779134982.840089,2739,402,498
1779134982.8513176,2740,406,497
1779134982.8601534,2741,407,497
1779134982.87386,2742,408,496
1779134982.8824713,2743,408,496
1779134982.8938007,2744,407,496
1779134982.902495,2745,406,495
1779134982.9162734,2746,404,494
1779134982.9250257,2747,402,493
1779134982.9350288,2748,398,492
1779134982.948875,2749,391,492
1779134982.9539013,2750,384,492
1779134982.9675589,2751,379,491
1779134982.9838283,2752,373,490
1779134982.9849973,2753,368,490
1779134982.9850056,2754,364,489
1779134982.9988508,2755,359,489
1779134983.0099618,2756,354,490
1779134983.0187917,2757,351,490
1779134983.0324688,2758,348,490
1779134983.039957,2759,343,490
1779134983.0513067,2760,337,490
1779134983.060021,2761,332,490
1779134983.110038,2762,327,489
1779134983.1112192,2763,323,489
1779134983.112436,2764,322,489
1779134983.113759,2765,322,488
1779134983.1149695,2766,324,487
1779134983.128778,2767,326,487
1779134983.1400316,2768,334,487
1779134983.1400461,2769,346,486
1779134983.1487331,2770,363,486
1779134983.162598,2771,385,486
1779134983.1688526,2772,416,485
1779134983.1825535,2773,455,485
1779134983.1912653,2774,500,485
1779134983.204979,2775,551,485
1779134983.2112541,2776,603,485
1779134983.2249637,2777,654,485
1779134983.233792,2778,704,485
1779134983.2450542,2779,747,485
1779134983.2562208,2780,781,484
1779134983.2650137,2781,806,485
1779134983.2788708,2782,820,484
1779134983.2875268,2783,825,484
1779134983.298782,2784,821,484
1779134983.3125603,2785,808,484
1779134983.312579,2786,791,483
1779134983.321244,2787,770,483
1779134983.3325686,2788,748,482
1779134983.3413258,2789,724,482
1779134983.3526194,2790,700,482
1779134983.3613343,2791,673,481
1779134983.391316,2792,647,481
1779134983.392498,2793,622,480
1779134983.3938053,2794,598,481
1779134983.4025679,2795,575,480
1779134983.413859,2796,553,480
1779134983.4275928,2797,533,480
1779134983.4337883,2798,515,480
1779134983.483763,2799,498,480
1779134983.4862301,2800,483,480
1779134983.4875083,2801,472,480
1779134983.4875197,2802,462,480
1779134983.4887698,2803,453,479
1779134983.4899747,2804,443,479
1779134983.5050907,2805,433,479
1779134983.5062838,2806,425,479
1779134983.5202055,2807,419,479
1779134983.5312605,2808,415,479
1779134983.5399826,2809,412,479
1779134983.5575204,2810,411,479
1779134983.558773,2811,412,479
1779134983.5750422,2812,412,479
1779134983.5838416,2813,412,479
1779134983.5925093,2814,412,479
1779134983.6062229,2815,412,479
1779134983.6226637,2816,411,479
1779134983.6226947,2817,411,479
1779134983.6313787,2818,409,480
1779134983.64,2819,406,480
1779134983.6513176,2820,403,480
1779134983.6600263,2821,398,480
1779134983.673794,2822,392,480
1779134983.6825366,2823,387,480
1779134983.6937923,2824,380,480
1779134983.7026122,2825,373,480
1779134983.7163608,2826,364,481
1779134983.725108,2827,357,482
1779134983.7363403,2828,349,482
1779134983.7451112,2829,343,482
1779134983.7587843,2830,337,482
1779134983.7675843,2831,335,482
1779134983.778891,2832,335,481
1779134983.7926083,2833,334,481
1779134983.8012903,2834,335,481
1779134983.8013175,2835,337,481
1779134983.827599,2836,341,480
1779134983.8288572,2837,344,480
1779134983.853781,2838,348,480
1779134983.8550432,2839,357,479
1779134983.8751013,2840,376,479
1779134983.876339,2841,401,479
1779134983.877576,2842,436,479
1779134983.891583,2843,481,479
1779134983.8925138,2844,535,479
1779134983.9075923,2845,594,480
1779134983.9163475,2846,653,480
1779134983.9307368,2847,708,480
1779134983.9412813,2848,758,480
1779134983.9413214,2849,800,480
1779134983.9501815,2850,833,481
1779134983.9588306,2851,855,481
1779134983.9738057,2852,868,481
1779134983.9788177,2853,871,482
1779134983.992653,2854,864,483
1779134984.0012887,2855,851,482
1779134984.0363295,2856,833,483
1779134984.0375261,2857,811,483
1779134984.0387614,2858,785,484
1779134984.0438085,2859,763,484
1779134984.0550427,2860,737,484
1779134984.0638225,2861,711,485
1779134984.0788527,2862,686,486
1779134984.0850308,2863,660,486
1779134984.1003456,2864,636,486
1779134984.1088219,2865,613,486
1779134984.108849,2866,591,486
1779134984.1225233,2867,570,486
1779134984.1287897,2868,550,486
1779134984.1425526,2869,534,486
1779134984.1513774,2870,519,486
1779134984.1600268,2871,504,486
1779134984.1712954,2872,490,486
1779134984.196555,2873,479,485
1779134984.1977255,2874,469,485
1779134984.2225974,2875,460,484
1779134984.224316,2876,452,484
1779134984.2463274,2877,448,484
1779134984.2475376,2878,443,483
1779134984.248747,2879,440,483
1779134984.2601175,2880,438,482
1779134984.2601466,2881,434,482
1779134984.273804,2882,431,481
1779134984.2788148,2883,427,481
1779134984.2912784,2884,423,481
1779134984.3000896,2885,420,480
1779134984.3138158,2886,417,480
1779134984.3225577,2887,414,480
1779134984.333839,2888,411,480
1779134984.3475974,2889,407,479
1779134984.352563,2890,404,479
1779134984.3663373,2891,402,478
1779134984.3725696,2892,399,478
1779134984.3838089,2893,395,477
1779134984.397598,2894,391,476
1779134984.4063022,2895,387,476
1779134984.4226675,2896,382,475
1779134984.4227066,2897,376,475
1779134984.4313092,2898,368,475
1779134984.4400733,2899,359,475
1779134984.4513202,2900,352,474
1779134984.4600482,2901,343,473
1779134984.4742281,2902,336,472
1779134984.4863112,2903,331,471
1779134984.4925463,2904,328,470
1779134984.506345,2905,325,469
1779134984.5112734,2906,322,467
1779134984.525068,2907,320,467
1779134984.533792,2908,320,466
1779134984.5738723,2909,324,465
1779134984.5750356,2910,334,465
